Baustein,Nummer,Siegelstufe,Anforderungen
DER.3.1 Audits und Revisionen,DER.3.1.A6 Definition der Prüfungsgrundlage und eines einheitlichen Bewertungsschemas ,S,Die Institution SOLLTE eine einheitliche Prüfungsgrundlage für Audits festlegen. Für die Bewertung der Umsetzung von Anforderungen SOLLTE ein einheitliches Bewertungsschema festgelegt und dokumentiert werden. 
DER.3.1 Audits und Revisionen,DER.3.1.A7 Erstellung eines Auditprogramms ,S,"Der ISB SOLLTE ein Auditprogramm für mehrere Jahre aufstellen, das alle durchzuführenden Audits und Revisionen erfasst. Für das Auditprogramm SOLLTEN Ziele definiert werden, die sich insbesondere aus den Institutionszielen sowie aus den Informationssicherheitszielen ableiten. "
DER.3.1 Audits und Revisionen,DER.3.1.A8 Erstellung einer Revisionsliste ,S,"Der ISB SOLLTE eine oder mehrere Revisionslisten pflegen, die den aktuellen Stand der Revisionsobjekte sowie die geplanten Revisionen dokumentieren. "
DER.3.1 Audits und Revisionen,DER.3.1.A9 Auswahl eines geeigneten Audit- oder Revionsteams ,S,"Die Institution SOLLTE für jedes Audit bzw. für jede Revision ein geeignetes Team zusammenstellen. Es SOLLTE ein leitender Auditor (Auditteamleiter) bzw. ein leitender Revisor benannt werden, der die Gesamtverantwortung für die Durchführung der Audits bzw. der Revisionen trägt."
DER.3.1 Audits und Revisionen,DER.3.1.A10 Erstellung eines Audit- oder Revisionsplans [Auditteam] ,S,Vor einem Audit oder einer größeren Revision SOLLTE der Leiter des Auditteams bzw. der leitende Revisor einen Audit- bzw. Revisionsplan erstellen. Bei Audits SOLLTE der Auditplan Teil des abschließenden Auditberichts sein. Der Auditplan SOLLTE während des gesamten Audits fortgeschrieben und bei Bedarf angepasst werden. Kleinere Revisionen SOLLTEN anhand der Revisionsliste geplant werden. 
DER.3.1 Audits und Revisionen,DER.3.1.A11 Kommunikation und Verhalten während der Prüfungen [Auditteam] ,S,"Das Auditteam SOLLTE klare Regelungen dafür aufstellen, wie das Audit- bzw. Revisionsteam und die Mitarbeiter der zu prüfenden Institution bzw. Abteilung miteinander Informationen austauschen. Das Auditteam SOLLTE durch geeignete Maßnahmen sicherstellen, dass die bei einem Audit ausgetauschten Informationen auch vertraulich und integer bleiben. "
DER.3.1 Audits und Revisionen,DER.3.1.A12 Durchführung eines Auftaktgesprächs [Auditteam] ,S,Das Auditteam bzw. das Revisionsteam SOLLTE ein Auftaktgespräch mit den betreffenden Ansprechpartnern führen. Dabei SOLLTEN das Audit- bzw. Revisionsverfahren erläutert und die Rahmenbedingungen der Vor-Ort-Prüfung abgestimmt werden. Die jeweiligen Verantwortlichen SOLLTEN dies bestätigen.
DER.3.1 Audits und Revisionen,DER.3.1.A13 Sichtung und Prüfung der Dokumente [Auditteam] ,S,"Die Dokumentenprüfung durch das Auditteam SOLLTE anhand der im Prüfplan festgelegten Anforderungen erfolgen. Alle relevanten Dokumente SOLLTEN daraufhin geprüft werden, ob sie aktuell, vollständig und nachvollziehbar sind. Die Ergebnisse der Dokumentenprüfung SOLLTEN dokumentiert werden. Die Ergebnisse SOLLTEN auch in die Vor-Ort-Prüfung einfließen, soweit dies sinnvoll ist."
DER.3.1 Audits und Revisionen,DER.3.1.A14 Auswahl von Stichproben [Auditteam] ,S,"Das Auditteam SOLLTE die Stichproben für die Vor-Ort-Prüfung risikoorientiert auswählen und nachvollziehbar begründen sowie dokumentieren. Wird das Audit auf der Basis von Baustein-Zielobjekten und Anforderungen durchgeführt, SOLLTEN diese anhand eines vorher definierten Verfahrens ausgewählt werden. Bei der Auswahl von Stichproben SOLLTEN auch die Ergebnisse vorangegangener Audits berücksichtigt werden."
DER.3.1 Audits und Revisionen,DER.3.1.A15 Auswahl von geeigneten Prüfmethoden [Auditteam] ,S,"Das Auditteam SOLLTE für die jeweils zu prüfenden Sachverhalte geeignete Methoden einsetzen. Außerdem SOLLTE darauf geachtet werden, dass alle Prüfungen verhältnismäßig sind. "
DER.3.1 Audits und Revisionen,DER.3.1.A16 Ablaufplan der Vor-Ort-Prüfung [Auditteam] ,S,Das Auditteam SOLLTE den Ablaufplan für die Vor-Ort-Prüfung gemeinsam mit den Ansprechpartnern erarbeiten. Die Ergebnisse SOLLTEN im Auditplan dokumentiert werden.
DER.3.1 Audits und Revisionen,DER.3.1.A17 Durchführung der Vor-Ort-Prüfung [Auditteam] ,S,"Zu Beginn der Vor-Ort-Prüfung SOLLTE das Auditteam ein Eröffnungsgespräch mit den Verantwortlichen der betreffenden Institution führen. Danach SOLLTEN alle im Prüfplan festgelegten Anforderungen mit den vorgesehenen Prüfmethoden kontrolliert werden. Weicht eine ausgewählte Stichprobe vom dokumentierten Status ab, SOLLTE die Stichprobe bedarfsorientiert erweitert werden, bis der Sachverhalt geklärt ist. Nach der Prüfung SOLLTE das Auditteam ein Abschlussgespräch führen. Darin SOLLTE es kurz die Ergebnisse ohne Bewertung sowie die weitere Vorgehensweise darstellen. Das Gespräch SOLLTE protokolliert werden. "
DER.3.1 Audits und Revisionen,DER.3.1.A18 Durchführung von Interviews [Auditteam] ,S,"Das Auditteam SOLLTE strukturierte Interviews führen. Fragen SOLLTEN knapp, präzise und leicht verständlich formuliert werden. Zudem SOLLTEN geeignete Fragetechniken eingesetzt werden."
DER.3.1 Audits und Revisionen,DER.3.1.A19 Überprüfung des Risikobehandlungsplans [Auditteam] ,S,"Das Auditteam SOLLTE prüfen, ob die verbleibenden Restrisiken für den Informationsverbund angemessen und tragbar sind. Es SOLLTE außerdem prüfen, ob sie verbindlich durch die Geschäftsführung getragen werden. Maßnahmen, die grundlegend zur Informationssicherheit der gesamten Institution beitragen, DÜRFEN NICHT in diese Risikoübernahme einfließen."
DER.3.1 Audits und Revisionen,DER.3.1.A20 Durchführung einer Abschlussbesprechung [Auditteam] ,S,Das Auditteam SOLLTE mit den jeweiligen Verantwortlichen der auditierten Institution eine Abschlussbesprechung durchführen. Darin SOLLTEN die vorläufigen Auditergebnisse dargelegt und die weiteren Tätigkeiten vorgestellt werden.
DER.3.1 Audits und Revisionen,DER.3.1.A21 Auswertung der Prüfungen [Auditteam] ,S,"Nach der Vor-Ort-Prüfung SOLLTE das Auditteam die gewonnenen Informationen weiter konsolidieren und auswerten. Nachdem auch nachgeforderte Dokumentationen und zusätzliche Informationen ausgewertet wurden, SOLLTEN die geprüften Maßnahmen endgültig bewertet werden. Um die nachgeforderten Dokumentationen bereitstellen zu können, SOLLTE das Auditteam der Institution ein ausreichendes Zeitfenster gewähren. Dokumente, die bis zum vereinbarten Termin nicht eingegangen sind, SOLLTEN als nicht existent gewertet werden."
DER.3.1 Audits und Revisionen,DER.3.1.A22 Erstellung eines Auditberichts [Auditteam] ,S,Das Auditteam SOLLTE die gewonnenen Erkenntnisse in einen Auditbericht überführen und dort nachvollziehbar dokumentieren.
DER.3.1 Audits und Revisionen,DER.3.1.A23 Dokumentation der Revisionsergebnisse ,S,Die Ergebnisse einer Revision SOLLTEN einheitlich durch das Revisionsteam dokumentiert werden.
DER.3.1 Audits und Revisionen,DER.3.1.A24 Abschluss des Audits oder der Revision [Auditteam] ,S,"Nach dem Audit bzw. der Revision SOLLTE das Auditteam alle relevanten Dokumente, Datenträger und IT-Systeme zurückgeben oder vernichten. Das SOLLTE mit der geprüften Institution abgestimmt werden. Aufbewahrungspflichten aus gesetzlichen oder anderen verbindlichen Anforderungen SOLLTEN hierbei entsprechend berücksichtigt werden. Weiter SOLLTE der ISB alle für das Audit- oder Revisionsteam genehmigten Zugriffe wieder deaktivieren oder löschen lassen. "
DER.3.1 Audits und Revisionen,DER.3.1.A25 Nachbereitung eines Audits ,S,Die Institution SOLLTE die im Auditbericht oder bei einer Revision festgestellten Abweichungen oder Mängel in einer angemessenen Zeit abstellen. Die durchzuführenden Korrekturmaßnahmen inklusive Zeitpunkt und Zuständigkeiten SOLLTEN dokumentiert werden. Auch abgeschlossene Korrekturmaßnahmen SOLLTEN dokumentiert werden. Die Institution SOLLTE dazu ein definiertes Verfahren etablieren und einsetzen.
DER.3.1 Audits und Revisionen,DER.3.1.A26 Überwachen und Anpassen des Auditprogramms ,S,"Das Auditprogramm SOLLTE kontinuierlich überwacht und angepasst werden, sodass Termine, Auditziele, Auditinhalte und die Auditqualität eingehalten werden."
DER.3.1 Audits und Revisionen,DER.3.1.A27 Aufbewahrung und Archivierung von Unterlagen zu Audits und Revisionen ,S,"Die Institution SOLLTE Auditprogramme sowie Unterlagen zu Audits und Revisionen entsprechend den regulatorischen Anforderungen nachvollziehbar und revisionssicher ablegen und aufbewahren. Dabei SOLLTE sichergestellt werden, dass lediglich berechtigte Personen auf Auditprogramme und Unterlagen zugreifen können. Die Institution SOLLTE die Auditprogramme und Unterlagen nach Ablauf der Aufbewahrungsfrist sicher vernichten."
DER.3.1 Audits und Revisionen,DER.3.1.A28 Sicherheitsüberprüfung der Auditoren ,H,"Sofern Auditoren auf besonders schützenswerte Informationen zugreifen müssen, SOLLTE die Institution Nachweise über ihre Integrität und Reputation einholen. Handelt es sich dabei um nach Geheimschutz klassifizierte Verschlusssachen, SOLLTEN sich die Mitglieder des Auditteams einer Sicherheitsüberprüfung nach dem Sicherheitsüberprüfungsgesetz (SÜG) unterziehen. Diesbezüglich SOLLTE der ISB den Geheimschutzbeauftragten bzw. Sicherheitsbevollmächtigten der Institution einbeziehen."
NET.1.1 Netzarchitektur und -design,"NET.1.1.A1 Sicherheitsrichtlinie für das Netz [Leiter IT, Informationssicherheitsbeauftragter (ISB)] ",B,"Ausgehend von der allgemeinen Sicherheitsrichtlinie der Institution MUSS eine spezifische Sicherheitsrichtlinie für das Netz erstellt werden. Darin MÜSSEN nachvollziehbar Anforderungen und Vorgaben beschrieben werden, wie Netze sicher konzipiert und aufgebaut werden. In der Richtlinie MUSS unter anderem festgelegt werden,"
NET.1.1 Netzarchitektur und -design,NET.1.1.A2 Dokumentation des Netzes [IT-Betrieb] ,B,"Es MUSS eine vollständige Dokumentation des Netzes erstellt und nachhaltig gepflegt werden, inklusive eines Netzplanes. Darin MÜSSEN die initiale Ist-Aufnahme, einschließlich der Netzperformance, sowie alle durchgeführten Änderungen im Netz enthalten sein. Auch MUSS die logische Struktur des Netzes dokumentiert werden, insbesondere, wie die Subnetze zugeordnet und wie das Netz zoniert und segmentiert wird."
NET.1.1 Netzarchitektur und -design,NET.1.1.A3 Anforderungsspezifikation für das Netz ,B,Ausgehend von der Sicherheitsrichtlinie für das Netz MUSS eine Anforderungsspezifikation erstellt und nachhaltig gepflegt werden. Aus den Anforderungen MÜSSEN sich alle wesentlichen Elemente für Netzarchitektur und -design ableiten lassen.
NET.1.1 Netzarchitektur und -design,NET.1.1.A4 Netztrennung in Sicherheitszonen ,B,"Das Gesamtnetz MUSS mindestens in folgende drei Sicherheitszonen physisch separiert sein: internes Netz, demilitarisierte Zone (DMZ) und Außenanbindungen (inklusive Internetanbindung sowie Anbindung an andere nicht vertrauenswürdige Netze). Zonenübergänge MÜSSEN durch eine Firewall abgesichert werden. Diese Kontrolle MUSS dem Prinzip der lokalen Kommunikation folgen, sodass von Firewalls ausschließlich erlaubte Kommunikation weitergeleitet wird (Whitelisting)."
NET.1.1 Netzarchitektur und -design,NET.1.1.A5 Client-Server-Segmentierung ,B,Clients und Server MÜSSEN in unterschiedlichen Sicherheitssegmenten platziert werden. Die Kommunikation zwischen diesen Segmenten MUSS mindestens durch einen zustandsbehafteten Paketfilter (Firewall) kontrolliert werden.
NET.1.1 Netzarchitektur und -design,NET.1.1.A6 Endgeräte-Segmentierung im internen Netz ,B,"Es DÜRFEN NUR Endgeräte in einem Sicherheitssegment positioniert werden, die einem ähnlichen Sicherheitsniveau entsprechen."
NET.1.1 Netzarchitektur und -design,NET.1.1.A7 Absicherung von schützenswerten Informationen ,B,"Schützenswerte Informationen MÜSSEN über nach dem derzeitigen Stand der Technik sichere Protokolle übertragen werden, falls nicht über vertrauenswürdige dedizierte Netzsegmente (z. B. innerhalb des Managementnetzes) kommuniziert wird. Können solche Protokolle nicht genutzt werden, MUSS nach Stand der Technik angemessen verschlüsselt und authentisiert werden (siehe NET.3.3 VPN)."
NET.1.1 Netzarchitektur und -design,NET.1.1.A8 Grundlegende Absicherung des Internetzugangs ,B,Der Internetzugang MUSS entsprechend NET.1.1.A4 Netztrennung in Sicherheitszonen gestaltet werden. Der Internetverkehr MUSS über die Firewall-Struktur geführt werden. Die Datenflüsse MÜSSEN durch die Firewall-Struktur auf die benötigten Protokolle und Kommunikationsbeziehungen eingeschränkt werden.
NET.1.1 Netzarchitektur und -design,NET.1.1.A9 Grundlegende Absicherung der Kommunikation mit nicht vertrauenswürdigen Netzen ,B,"Für jedes Netz MUSS festgelegt werden, inwieweit es als vertrauenswürdig einzustufen ist. Netze, die nicht vertrauenswürdig sind, MÜSSEN wie das Internet behandelt und entsprechend abgesichert werden."
NET.1.1 Netzarchitektur und -design,NET.1.1.A10 DMZ-Segmentierung für Zugriffe aus dem Internet ,B,"Die Firewall-Strukur MUSS für alle Dienste bzw. Anwendungen, die aus dem Internet erreichbar sind, um eine sogenannte externe DMZ ergänzt werden. Es SOLLTE ein Konzept zur DMZ-Segmentierung erstellt werden, das die Sicherheitsrichtlinie und die Anforderungsspezifikation nachvollziehbar umsetzt. Abhängig vom Sicherheitsniveau der IT-Systeme MÜSSEN die DMZ-Segmente weitergehend unterteilt werden. Eine externe DMZ MUSS am äußeren Paketfilter angeschlossen werden."
NET.1.1 Netzarchitektur und -design,NET.1.1.A11 Absicherung eingehender Kommunikation vom Internet in das interne Netz ,B,"Ein IP-basierter Zugriff auf das interne Netz MUSS über einen sicheren Kommunikationskanal erfolgen und auf vertrauenswürdige IT-Systeme und Benutzer beschränkt werden (siehe NET.3.3 VPN). Derartige VPN-Gateways SOLLTEN in einer externen DMZ realisiert werden. Es SOLLTE beachtet werden, dass hinreichend gehärtete VPN-Gateways direkt aus dem Internet erreichbar sein können. Die über das VPN-Gateway authentisierten Zugriffe ins interne Netz MÜSSEN mindestens die interne Firewall durchlaufen. "
NET.1.1 Netzarchitektur und -design,NET.1.1.A12 Absicherung ausgehender interner Kommunikation zum Internet ,B,"Ausgehende Kommunikation aus dem internen Netz zum Internet MUSS an einem Sicherheits-Proxy entkoppelt werden. Die Entkoppelung MUSS außerhalb des internen Netzes erfolgen. Wird eine P-A-P-Struktur eingesetzt, SOLLTE die ausgehende Kommunikation immer durch die Sicherheits-Proxies der P-A-P-Struktur entkoppelt werden."
NET.1.1 Netzarchitektur und -design,NET.1.1.A13 Netzplanung ,B,"Jede Netzimplementierung MUSS geeignet, vollständig und nachvollziehbar geplant werden. Dabei MÜSSEN die Sicherheitsrichtlinie sowie die Anforderungsspezifikation beachtet werden. Darüber hinaus MÜSSEN in der Planung mindestens die folgenden Punkte bedarfsgerecht berücksichtigt werden:"
NET.1.1 Netzarchitektur und -design,NET.1.1.A14 Umsetzung der Netzplanung ,B,Das geplante Netz MUSS fachgerecht umgesetzt werden. Dies MUSS während der Abnahme geprüft werden.
NET.1.1 Netzarchitektur und -design,NET.1.1.A15 Regelmäßiger Soll-Ist-Vergleich [Informationssicherheitsbeauftragter (ISB)] ,B,"Es MUSS regelmäßig geprüft werden, ob das bestehende Netz dem Soll-Zustand entspricht. Dabei MUSS mindestens geprüft werden, inwieweit es die Sicherheitsrichtlinie und Anforderungsspezifikation erfüllt. Es MUSS auch geprüft werden, inwiefern die umgesetzte Netzstruktur dem aktuellen Stand der Netzplanung entspricht. Dafür MÜSSEN zuständige Personen sowie Prüfkriterien bzw. Vorgaben festgelegt werden."
NET.1.1 Netzarchitektur und -design,NET.1.1.A16 Spezifikation der Netzarchitektur ,S,"Auf Basis der Sicherheitsrichtlinie und der Anforderungsspezifikation SOLLTE eine Architektur für die Sicherheitszonen inklusive internem Netz, DMZ-Bereich und Außenanbindungen entwickelt und nachhaltig gepflegt werden. Dabei SOLLTEN je nach spezifischer Situation der Institution alle relevanten Architekturelemente betrachtet werden, mindestens jedoch:"
NET.1.1 Netzarchitektur und -design,NET.1.1.A17 Spezifikation des Netzdesigns ,S,"Basierend auf der Netzarchitektur SOLLTE das Netzdesign für die Sicherheitszonen inklusive internem Netz, DMZ-Bereich und Außenanbindungen entwickelt und nachhaltig gepflegt werden. Dafür SOLLTEN die relevanten Architekturelemente detailliert betrachtet werden, mindestens jedoch:"
NET.1.1 Netzarchitektur und -design,NET.1.1.A18 P-A-P-Struktur für die Internet-Anbindung ,S,"Zwischen den beiden Firewall-Stufen MUSS ein proxy-basiertes Application-Layer-Gateway (ALG) bzw. es MÜSSEN entsprechende Sicherheits-Proxies realisiert werden (siehe NET.1.1.A4 Netztrennung in Sicherheitszonen). Diese MÜSSEN jeweils über ein Transfernetz (dual-homed) zur äußeren Firewall und zur internen Firewall angebunden werden. In diesen Transfernetzen DARF NUR das proxy-basierte ALG bzw. DÜRFEN NUR entsprechende Sicherheits-Proxies integriert werden. Jeglicher Datenverkehr MUSS über das ALG bzw. entsprechende Sicherheits-Proxies entkoppelt werden. Ein Transportnetz, das beide Firewall-Stufen direkt miteinander verbindet, DARF NICHT konfiguriert werden. Die interne Firewall MUSS zudem die Angriffsfläche des ALGs bzw. der Sicherheits-Proxies gegenüber Innentätern oder IT-Systemen im internen Netz reduzieren. "
NET.1.1 Netzarchitektur und -design,NET.1.1.A19 Separierung der Infrastrukturdienste ,S,"Server, die grundlegende Dienste für die IT-Infrastruktur bereitstellen, SOLLTEN in einem dedizierten Sicherheitssegment positioniert werden. Die Kommunikation mit ihnen SOLLTE durch einen zustandsbehafteten Paketfilter (Firewall) kontrolliert werden. "
